uid,domainID,siteID,namedLocation,passStartTime,passEndTime,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,fishTotalLength,fishWeight,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,dnaSampleID,identifiedBy,remarks,publicationDate,release
743b8e6e-5f0c-4346-be96-bbf61b6df78d,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,40,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,117,3.5,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
b4f7979c-7e6c-4420-812a-6a427a792214,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,6,NOTBAI,Notropis baileyi,species,NA,NA,NA,56,1.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
b5adb6de-ab9d-4f0b-a2f5-f7401cc06313,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,72,NOTBAI,Notropis baileyi,species,NA,NA,NA,36,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
ef37c802-d695-4ab9-9214-77f55e14ebca,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,38,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,127,4.3,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
14d3a89b-6eaf-4177-8969-c688e4491610,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,43,FUNOLI,Fundulus olivaceus,species,NA,NA,NA,31,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
f824bea2-7e87-4638-83b4-36e215b21851,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,50,NOTBAI,Notropis baileyi,species,NA,NA,NA,52,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
b0241bbf-d4eb-408a-a598-8680764dc4c9,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,23,NOTBAI,Notropis baileyi,species,NA,NA,NA,30,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
cde332f7-5086-472f-8750-564c7ada4d7a,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,35,NOCLEP,Nocomis leptocephalus,species,NA,NA,NA,105,10.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
44cacd5a-164c-4381-a8f9-b0a8d2e56f82,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,19,NOTBAI,Notropis baileyi,species,NA,NA,NA,33,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
e2530428-1a4c-49d1-87ba-8d2a012c1fce,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,25,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.9,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
d77521f2-347d-4eec-ae46-ee526f4c789b,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,69,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,78,1.2,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
02051a6c-8ca3-40e0-9219-1f583169a85c,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,45,NOTBAI,Notropis baileyi,species,NA,NA,NA,61,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
a91ec2ca-db3d-4aa3-ba54-3f4d4c6df8e6,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,57,FUNOLI,Fundulus olivaceus,species,NA,NA,NA,69,3.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
ad500a0d-56ba-47d3-8c39-f422a073919b,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,3,NOTLEP,Noturus leptacanthus,species,NA,NA,NA,79,4.4,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
1ee95562-80be-47a4-b21d-7c8e48374a8e,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,46,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,37,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
f9364331-b240-4f00-a55d-6ed248519926,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,68,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,0.9,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
9ff0f286-97c1-4c55-9cdb-7abe517cbf93,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,15,NOTBAI,Notropis baileyi,species,NA,NA,NA,43,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
3f393520-5f34-46b4-b73a-03b4e30baad0,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,62,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,42,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
8de56751-6bab-4da8-a19b-1404e61f16b6,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,11,ESOAME2,Esox americanus,species,NA,NA,NA,156,21.3,NA,NA,NA,juvenile,dna sample only,FSH.MAYF.04.20181127.1.0011,FSH.MAYF.04.20181127.1.0011.DNA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
4aa2bb42-1ee1-411c-bbe5-7aea1b51b15e,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,24,NOTBAI,Notropis baileyi,species,NA,NA,NA,53,1.5,NA,NA,Y,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
05b18f2e-a608-46e1-919e-e7a4b67a2695,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,28,NOTBAI,Notropis baileyi,species,NA,NA,NA,32,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
c410d43c-c1db-4c01-b588-b082be571b7d,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,66,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,101,1.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
221b123b-4970-435a-a575-972593764973,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,2,NOTLEP,Noturus leptacanthus,species,NA,NA,NA,146,36.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
6256ade8-e16c-4d68-907f-dca33443999f,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,30,LEPSP4,Lepomis sp.,genus,NA,NA,NA,118,26.6,NA,NA,NA,juvenile,dna sample only,FSH.MAYF.04.20181127.1.0030,FSH.MAYF.04.20181127.1.0030.DNA,jgalloway@battelleecology.org,Lepomis gulosos,20231228T193128Z,RELEASE-2024
671241af-4235-4e96-b45f-e664daa7cf89,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,9,NOTBAI,Notropis baileyi,species,NA,NA,NA,62,1.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
206ded1d-3884-4a33-97e1-ecdf22c28195,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,60,LEPSP4,Lepomis sp.,genus,NA,NA,NA,94,13.8,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
940f83df-ba89-481c-a00b-3b28822d45a6,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,44,FUNOLI,Fundulus olivaceus,species,NA,NA,NA,41,0.6,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
05ef735e-02b2-4078-b2bb-ca36382d6802,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,4,NOTLEP,Noturus leptacanthus,species,NA,NA,NA,83,4.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
47a61456-089e-4347-af66-a3259e0f155e,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,64,NOTBAI,Notropis baileyi,species,NA,NA,NA,45,0.6,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
f7d6f269-c015-41f5-bf2f-a1e40d9af346,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,36,LEPSP4,Lepomis sp.,genus,NA,NA,NA,71,5.6,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
31c5dc7c-226c-4e21-b6b2-a2fc808a36fc,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,1,NOTLEP,Noturus leptacanthus,species,NA,NA,NA,120,23.4,NA,NA,NA,juvenile,dna sample only,FSH.MAYF.04.20181127.1.0001,FSH.MAYF.04.20181127.1.0001.DNA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
f155c28b-6242-4867-9c57-09f642a22c5e,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,54,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,41,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
2a38b62b-a2dd-4249-9a8b-caa52ef1df6f,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,7,NOTBAI,Notropis baileyi,species,NA,NA,NA,54,1.3,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
3e042f05-3d97-41c9-ac2d-364b99539b63,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,14,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.6,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
cd92b2c4-5987-4cf3-a933-795de71fceb4,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,13,NOTBAI,Notropis baileyi,species,NA,NA,NA,44,1,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
97adcfb0-19c0-45de-9c55-60a03d336486,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,61,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,136,3.9,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
cd0352ae-ef31-4a2b-a287-f9eea0c0a592,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,27,NOTBAI,Notropis baileyi,species,NA,NA,NA,64,2.5,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
d1858621-0839-428b-a38b-4472d2ec28d2,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,12,NOTBAI,Notropis baileyi,species,NA,NA,NA,28,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
9db6bf51-46c1-4e11-83b2-760ed7f6c2fa,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,26,NOTBAI,Notropis baileyi,species,NA,NA,NA,49,1.1,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
d84ec3a6-d11e-4f64-8fea-40781e855958,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,31,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,117,1.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
36525265-fe33-4721-be96-d0e5cd4c70b9,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,29,NOTBAI,Notropis baileyi,species,NA,NA,NA,26,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
b997d77d-9156-4f7c-84f5-1e37aa73da71,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,55,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,111,2.3,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
7dbcaebe-a95a-44be-9e58-6557b03e9406,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,17,NOTBAI,Notropis baileyi,species,NA,NA,NA,29,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
1387cca3-02ea-4a5a-b04f-ae1593dd3f28,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,49,FUNOLI,Fundulus olivaceus,species,NA,NA,NA,64,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
7046f892-452e-4940-b77a-5fd204503395,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,33,NOTBAI,Notropis baileyi,species,NA,NA,NA,53,1.5,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
91cb3ed7-6dac-4101-ac44-b654c23968cd,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,52,PERNIG,Percina nigrofasciata,species,NA,NA,NA,57,1.7,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
0825b000-5bcf-4359-94dd-6fb8e1fb1fa4,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,73,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,43,2.1,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
a73b2192-ec70-475b-bc71-54e35dc6f19d,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,39,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,105,2.7,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
72c87262-d1e7-4f4b-bab4-24b33dc3b42e,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,5,LEPSP4,Lepomis sp.,genus,NA,NA,NA,118,31.8,NA,NA,NA,adult,dna sample only,FSH.MAYF.04.20181127.1.0005,FSH.MAYF.04.20181127.1.0005.DNA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
6ebcde27-77ef-4cc1-8418-5801d1c3aea4,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,32,NOTBAI,Notropis baileyi,species,NA,NA,NA,44,0.8,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
67ab5489-17a7-4874-a0f3-7ceefc1741b4,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,74,PERNIG,Percina nigrofasciata,species,NA,NA,NA,32,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
77c59b9d-2a1a-460f-85c4-e10f029986ff,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,67,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,1.1,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
a3cb14f3-7736-4c27-8dad-f218b1b89f5b,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,37,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,142,4.3,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
15ccc834-cb35-4463-b8d0-af64685e1460,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,51,NOTBAI,Notropis baileyi,species,NA,NA,NA,55,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
cb08b7e3-535e-46b7-b2e6-fcf6c047ce19,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,47,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,132,3.8,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
b1ca27c9-8298-4799-ae34-17bf1d2f90e8,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,75,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,45,0.5,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
3390ef37-2be8-4e58-9ec5-255278be3366,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,48,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,136,3.4,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
4368e7dd-2929-49ee-a0ab-128d25a73586,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,76,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,116,2.8,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
7e5b0583-aa2b-484a-9f47-5c76b981f935,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,59,NOTBAI,Notropis baileyi,species,NA,NA,NA,33,0.3,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
8fad68c2-7fb8-4891-89e1-7aee9856aead,D08,MAYF,MAYF.AOS.fish.point.04,2018-11-27T15:09:00Z,2018-11-27T16:50:00Z,MAYF.20181127.04.1.e-fisher,1,42,LAMAEP,Lampetra aepyptera,species,NA,NA,NA,81,1,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
83e52c1c-d68f-4054-b29e-bb4ec3b27235,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,58,PERNIG,Percina nigrofasciata,species,NA,NA,NA,59,2.1,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
acaa75c0-1580-4404-aaef-c19aa23344ef,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,11,NOTBAI,Notropis baileyi,species,NA,NA,NA,66,2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
f2992998-8953-4fb4-adb0-6ebaeef96542,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,45,NOTBAI,Notropis baileyi,species,NA,NA,NA,28,0.3,NA,NA,NA,young of year,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
6c94c8a0-61df-4dad-ac25-b5e3d57c7824,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,25,NOTBAI,Notropis baileyi,species,NA,NA,NA,62,1.8,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
0dc12809-84b4-4214-a395-88528ca08f19,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,53,NOTBAI,Notropis baileyi,species,NA,NA,NA,53,1.3,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
e27c8bb1-27fd-49cf-bda9-eec9b1ce47fe,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,49,NOTBAI,Notropis baileyi,species,NA,NA,NA,54,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
57db4aad-77e3-4663-8a0e-fdb594b38d01,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,54,LEPSP4,Lepomis sp.,genus,NA,NA,NA,107,20.2,NA,NA,NA,adult,dna sample only,FSH.MAYF.07.20181128.1.0054,FSH.MAYF.07.20181128.1.0054.DNA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
a77dc35a-2c6c-4c84-83b5-16184e856470,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,42,NOTBAI,Notropis baileyi,species,NA,NA,NA,55,1.2,NA,NA,NA,adult,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
7be9f8bd-95fe-4419-8b3f-b64bec6fa078,D08,MAYF,MAYF.AOS.fish.point.07,2018-11-28T15:12:00Z,2018-11-28T16:52:00Z,MAYF.20181128.07.1.e-fisher,1,51,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,0.9,NA,NA,NA,juvenile,no sample,NA,NA,jgalloway@battelleecology.org,NA,20231228T193128Z,RELEASE-2024
